Date,Institution,91D,182D,364D,2Yr,3Yr,5Yr,6Yr,7Yr,10Yr,15Yr,20Yr,7Yr ESLA,10Yr ESLA,12Yr ESLA,Total
01/06/2020,Firms/Inst,1531222972,1058057920,1292873908,3085568830,4206900120,3575217705,495723177,606229715,1149394868,564318145,46223647,684809501,946620443,327549527,19243160951
01/06/2020,Insurance companies,11914824,93173867,15013083,46711767,85994961,112379817,49077702,67871750,121251683,69575932,,35789032,51932317,,760686735
01/06/2020,Foreign investors,36106,79519,17252,234457166,2872810750,9097493519,129903286,1596374824,5046090444,5776532159,9995000,6125060,20441,20000000,24769935526
01/06/2020,rural banks,410112544,177311427,102627483,81799623,90973066,43366674,898476,12314776,,985012,4415817,,,,924804898
01/06/2020,SSNIT,113122,118892,114999517,192998700,46679000,160400000,,5000000,42320000,,,209358285,152000000,15011000,923987516
01/06/2020,Pension,,,11903114,480295389,746286649,1111347312,177363500,286777104,1855602369,823831284,4186697,189218150,392819118,101563977,6079630686
01/06/2020,others,5334650745,1093706706,369462472,1296017648,1046418688,923556285,341675796,198376403,278206819,54833026,27223532,179161207,852189934,653129896,11995479261
01/06/2020,Total,8760188492,2935302339,4964183467,12160657352,15725907335,23478245316,2286810477,5319904038,9217884587,14883318228,162131557,2259566936,3740433064,1629522362,1.06E+11
01/07/2020,BoG,137322839,2324173,3357858,2941072,82150021,165462167,55000,178131500,2486799,4155633000,77000,57028843,,,4786970272
01/07/2020,Commercial Banks,1170293803,516632815,3047302028,6495614434,6694124398,8277359287,1195159052,2438194779,1376071963,3309998605,66914344,929414162,1340885599,602873275,36857965269
01/07/2020,Firms/Inst,1419645614,873675792,1336026598,3178454908,4564837147,3735045828,703619095,624614552,1580094038,647019370,53038229,708755324,950336241,230474511,20375162736
01/07/2020,Insurance companies,11480944,93551373,17268083,47702266,90191823,112640130,49497702,67871750,127330853,72505932,,35789032,51932317,,777762205
01/07/2020,Foreign investors,36106,77371,17252,253137461,2944561142,9516667350,129903286,1742499824,5173500444,5743054159,9995000,6125060,20441,15000000,25519594896
01/07/2020,rural banks,432472026,197608679,97955628,83278604,96731811,49261213,1094329,14470339,,1914399,3493041,,,,978280069
01/07/2020,SSNIT,113122,118892,94576517,223062500,35654000,79900000,,5000000,42320000,,,149833285,152000000,,782578316
01/07/2020,Pension,,,18662946,474474453,752109141,1130653145,184502522,285829601,1892878484,854269146,5324761,191225985,393609160,106162193,6183539344
01/07/2020,others,5469046354,1099632257,377507004,1406279762,1100863232,1146573316,381627424,220088617,317513275,49256950,23289182,181395245,851649306,675012383,12624721924
01/07/2020,Total,8640410808,2783621352,4992673914,12164945460,16361222715,24213562436,2645458410,5576700962,10512195856,14833651561,162131557,2259566936,3740433064,1629522362,1.09E+11
01/08/2020,BoG,69734336,1208274,2880012,2936072,547661021,165462167,55000,93131500,2486799,3979046333,107500,,,,4864709014
01/08/2020,Commercial Banks,1366902437,530292108,2442462485,8015651605,6995083722,8480405294,1181519020,1796576223,2899316639,3287571911,67073602,983895012,1355663576,753585987,39402413634
01/08/2020,Firms/Inst,1407436174,890217414,1375125890,3271980554,4852561927,3783846943,710528674,691394858,1753305064,653072698,50726078,709983939,931183634,659098793,21081363847
01/08/2020,Insurance companies,10744674,97309393,19278083,49069491,95831155,114740784,49497702,67109131,132724853,72505932,,35789032,51932317,,796532547
01/08/2020,Foreign investors,5314,77371,17252,289507920,2971752187,9493365592,129903286,1693620166,5147274411,5807974159,9995000,6125060,168248,,25549785966
01/08/2020,rural banks,447844377,216465898,107077874,91815216,96978623,55567315,1094329,12976057,8000000,1914399,3493041,,,,1043227129
01/08/2020,SSNIT,116846,118892,80646517,172836000,45664000,125452000,,,42320000,,,148542000,157000000,,772696255
01/08/2020,Pension,,,24391821,503027915,754265940,1144770349,184502522,302267211,1939358759,854269146,5324761,194993584,392528281,106718946,6299700289
01/08/2020,others,5582556382,1118348926,380669904,1506122554,1107688957,1191400872,388357877,172158074,387409331,70630316,25411575,180238309,851957008,110118636,12962950085
01/08/2020,Total,8885340540,2854038276,4432549838,13902947327,17467487532,24555011316,2645458410,4829233220,12312195856,14726984894,162131557,2259566936,3740433064,1629522362,1.13E+11
01/09/2020,BoG,5421613,23193620,20698132,3084349,4346165021,165482167,100000,93146500,2486799,3979046333,107500,,,,8638932034
01/09/2020,Commercial Banks,1195366464,524402130,2471212031,8430243366,7846088457,4653779211,1333937488,1814914165,2910202014,3300353160,66583031,955640261,1355997183,771325266,36858718961
01/09/2020,Firms/Inst,1411189531,872361637,1435484752,3294062915,4454819416,3839118608,747893818,736068602,1918965665,908035611,41272255,706377838,936069672,606717317,21301720320
01/09/2020,Insurance companies,12374526,99412403,17474033,49353568,76360455,118928526,49497702,77109131,145745353,89140713,,35789032,51932317,,823117759
01/09/2020,Foreign investors,5314,,17252,1716386523,1986299337,9337042987,129903286,1666620166,4961043411,5737003169,6995000,6125060,168248,,25547609753
01/09/2020,rural banks,464874610,225554613,109901023,94266103,101462706,62330810,1094329,10714873,12000000,2428645,3493041,,,,1088120753
01/09/2020,SSNIT,116940,118892,87126517,115755000,42654000,73900000,5000000,,21550000,,4734445,175560000,158905000,,685420794
01/09/2020,Pension,,,20612472,521078466,746621170,1148912415,186502522,301132275,1955926596,853469466,4734445,197530769,386053527,118888302,6322574123
01/09/2020,others,5788172735,1147132467,354721461,1528531937,1125147930,1293403165,399391936,188216974,384276018,73161334,38946285,182543976,851307117,132591477,13354953335
01/09/2020,Total,8877521733,2892175762,4517247673,15752762227,20725618492,20692897889,2853321081,4887922686,12312195856,14942638431,166866002,2259566936,3740433064,1629522362,1.15E+11
01/10/2020,BoG,7773778,1445204,21036572,3231849,4346223021,165640167,100000,93146500,2486799,3979046333,107500,,,,8620237723
01/10/2020,Commercial Banks,1205252390,447577992,2535703073,9825691411,10051442310,5150637497,852814789,1778906618,2888296505,3324557390,65424971,1027910703,1344611744,600987588,40498827393
01/10/2020,Firms/Inst,1465003652,880117587,1521661141,3443351642,4692484159,4635431432,743574098,842569365,1978303685,801737267,44036312,667848920,939595910,650908363,22655715170
01/10/2020,Insurance companies,12083131,100334300,16499033,59004787,93658266,128388213,49497702,77109131,143764853,89790713,,35789032,51932317,,857851478
01/10/2020,Foreign investors,128951,42856,218640,1832390772,2420706074,9363146396,610474756,1661309060,4785649222,5773899129,6995000,6125060,113217,79252994,26461199133
01/10/2020,rural banks,513717504,259935720,135506494,126245179,114057271,64516554,1094329,14214873,17000001,2428645,2011659,,,6294320,1250728229
01/10/2020,SSNIT,116940,118892,97141517,130965000,33000000,89066000,5000000,,21550000,,,145023000,153900000,,675881349
01/10/2020,Pension,,,19929123,517364589,703789196,1173101752,190305234,310681650,2026227305,892647363,6137726,194838449,398250074,132092385,6433272461
01/10/2020,others,5929025102,1182202317,372969377,1529677053,1274813967,1427343571,417761562,221276648,448917486,78531591,37418389,182031772,852029802,159986712,13953998637
01/10/2020,Total,9133101448,2871774868,4720664970,17467922282,23730174264,22197271582,2870622470,4999213845,12312195856,14942638431,162131557,3740433064,3740433064,1629522362,1.21E+11
01/11/2020,BoG,7113235,1864197,2817644,3524525,4346582728,165707888,217000,346500,2566799,3979046333,107500,,,,8509894349
01/11/2020,Commercial Banks,1249083815,429794780,2699076265,9829424254,10609409121,5767149738,981282666,1493154622,3375750556,2893559594,65725953,959947180,664826313,664826313,41018184857
01/11/2020,Firms/Inst,1676144617,768479001,1496270030,3362655854,4903962082,4899056054,768876963,1314765906,1642984474,821744259,44513096,658278618,519378205,519378205,22877109159
01/11/2020,Insurance companies,11042486,99567612,15064033,62406848,97660424,125788213,49497702,90659131,139764853,89790713,,35789032,,,817031047
01/11/2020,Foreign investors,286802,42856,218640,1740753588,2733769638,8286315203,441974756,1760309060,4813244451,6517101824,1995000,6125060,56152,56152,26302193030
01/11/2020,rural banks,619639887,307347335,171588871,168336767,130826301,79670040,1094329,12047369,27476466,3450490,2011659,,7294320,7294320,1530783834
01/11/2020,SSNIT,120788,,67076517,115773000,43050000,73900000,5000000,,21550000,,,200139000,,,526609305
01/11/2020,Pension,,127096,17094356,396475857,721254055,1209149050,206294574,462270786,2028690161,972844972,11137726,215208770,211104707,211104707,6451652110
01/11/2020,others,5953208436,1196408185,377515334,1472230895,1419596902,1441697911,416384480,254591922,549741231,65100246,36640623,184079276,226862665,226862665,13594058106
01/11/2020,Total,9516640066,2803631062,4846721690,17151581588,25006111251,22048434097,2870622470,5388145296,12601768991,15342638431,162131557,2259566936,1629522362,1629522362,1.22E+11
01/12/2020,BoG,6150536,2162146,3131344,73343525,4357033928,215707888,277000,467500,2567032,3979046333,107500,,,,8639994732
01/12/2020,Commercial Banks,1311545332,442042243,1794880590,10480500330,11085635731,5788444565,977524598,1369055845,3214442762,2784948999,141834897,996899269,1332741156,713183044,41720496317
01/12/2020,Firms/Inst,2000464104,767518286,1529110997,3184192996,5562842417,4945612524,771171908,1336959303,1685630921,826508107,81680280,647719361,950820686,411443888,24290231890
01/12/2020,Insurance companies,10671051,101414936,15062170,63546617,100880118,125788213,49497702,90659131,141764853,89790713,19295580,35789032,51932317,,896092433
01/12/2020,Foreign investors,327596,118663,218640,1537290623,3775951819,8527213098,442919756,1834704560,4915534451,6596901824,26995000,6125060,113217,56152,27664414307
01/12/2020,rural banks,684940778,328717003,187123652,183150075,152864096,100459458,100000,12047369,28195196,4411419,7011659,,,13329827,1689020705
01/12/2020,SSNIT,15170886,127096,28576517,108882000,98149000,20000000,5000000,,,,,161230600,663556000,,1100692099
01/12/2020,Pension,,,16077023,383889250,744719959,1218169402,206638498,464280683,2060796820,980120784,12138726,227536402,397683185,242160209,6712050732
01/12/2020,others,6001453979,1214406841,399609696,1426709042,1464648326,1558224113,417493008,279970905,552836956,80910252,49534456,184267212,343586503,249349242,13973651289
01/12/2020,Total,10030724262,2856507214,3973790629,17441504458,27342725394,22499619261,2870622470,5388145296,12601768991,15342638431,338598098,2259566936,3740433064,1629522362,1.27E+11
01/01/2021,BoG,12235178,22676075,192105189,4133398,4347033928,165727888,277000,472440,2567032,3929379666,107500,,,,8676715294
01/01/2021,Commercial Banks,1342976511,429094902,1827726460,9840926150,11722973667,6122193779,1770593257,1420620141,3000491942,2824135565,75014805,1053111830,1323290634,715811677,42753149643
01/01/2021,Firms/Inst,2189320296,749044446,1589391560,3215071500,7005658828,4914801559,1331767133,1313009771,1784045351,847102032,91528329,655955516,959155878,379630153,26645852199
01/01/2021,Insurance companies,11042893,101072558,50121516,70013848,109578768,128080409,50645968,90991282,142480462,89790713,19295580,35789032,51932317,,950835346
01/01/2021,Foreign investors,66653,120663,225457,1810418657,4614847007,8823105195,1805927556,2019441592,5073629078,6556920824,40417914,6125060,113217,56152,30751358873
01/01/2021,rural banks,700715322,336087191,195813671,193697392,175850856,114108933,6143053,9891806,27195195,3971602,5500154,,,13329827,1768975175
01/01/2021,SSNIT,10145886,127096,43603517,166963000,33000000,170000000,240475253,,,,,85967000,663556000,,1413837752
01/01/2021,Pension,,,16077023,388604210,766439499,1233180546,278108420,471257488,2065272686,979007477,20788943,256354164,398814200,256369496,6873904656
01/01/2021,others,6036845296,1228934021,445359013,1177232029,1554412573,1374520952,270425982,263456508,506087245,62663885,85944873,166264334,343570818,264325057,13515717529
01/01/2021,Total,10303348035,2867156952,4360423406,16867060184,30329795126,23045719261,5754363622,5589141028,12601768991,15292971764,338598098,2259566936,3740433064,1629522362,1.33E+11
01/02/2021,BoG,69116127,3771297,343936280,3883653,4347238928,165782888,297000,472440,2567032,3680212999,107500,,,,8617386144
01/02/2021,Commercial Banks,1379269728,457280274,2063061607,10437136853,11903325323,5878311270,1441525582,1344453569,3184876494,2825250058,76095075,1095348170,667731768,667731768,42753665771
01/02/2021,Firms/Inst,2268903546,808400800,1513465840,3267049491,6240340946,5365770695,1482344876,1324835029,1798333272,863683148,105265368,642407832,416264684,416264684,26097065527
01/02/2021,Insurance companies,11126642,102243757,52777516,57795794,110120308,128239518,50645968,90991282,142480462,98628713,19295580,35789032,,,900134572
01/02/2021,Foreign investors,40794,120663,227786,2938864153,4950248722,8598699258,1903556006,2013628490,4851179819,6664744179,24325414,6125060,113452,113452,31951873796
01/02/2021,rural banks,710720441,344181599,200515126,196769702,194916803,114709443,21360784,9891806,30705196,2949757,5500154,,13329827,13329827,1845550638
01/02/2021,SSNIT,124032,127096,17346517,72759000,33000000,170000000,240475253,30705196,,,,71224000,,,635761094
01/02/2021,Pension,,,16077023,381213193,781197854,1250447274,288642945,2065093669,2065093669,984408158,20788943,234607059,256398197,256398197,8343967984
01/02/2021,others,5988659640,1278698475,458499289,1151096732,1769406242,1373758915,325515208,526533047,526533047,66428085,87220064,174065783,275684434,275684434,14002098961
01/02/2021,Total,10427960950,2994823961,4665906984,18506568571,30329795126,23045719261,5754363622,7406604528,12601768991,15186305097,338598098,2259566936,1629522362,1629522362,1.35E+11
01/03/2021,BoG,28022932,24006521,272033175,4357113,4307319928,165848888,325000,534440,2567032,3897067999,107500,,,,8702190528
01/03/2021,Commercial Banks,1484766393,1605303697,2522134139,10646843309,11904654726,6324808796,1310179503,1304813710,3873390765,3647978303,124006560,1057563432,1319858375,649764780,47126301708
01/03/2021,Firms/Inst,2248537124,797971730,1774763214,3212260317,5560455191,5933158745,1531527919,1314770878,1879543467,1036030427,252941296,647420064,972382811,415572983,27161763183
01/03/2021,Insurance companies,10439373,101945860,74757099,69244804,99754664,131748216,50645968,90991282,142480462,98628713,40118588,35789032,51932317,,998476378
01/03/2021,Foreign investors,,217449,200446893,3436367581,5514089362,8337040682,2127647405,2067577295,4846651963,5432999714,979061,6125060,113217,113015,31970255682
01/03/2021,rural banks,697676241,345928381,214199057,199601201,165856156,136125437,21360784,9891806,32705196,2927235,5000000,,2142200,13329827,1833413694
01/03/2021,SSNIT,124901,127096,126517,16170000,45750713,175900000,235475253,,,,,96780000,649699000,,1220153480
01/03/2021,Pension,,,16077023,353197175,818018450,1268943072,300216504,492185450,2072033109,1033184538,50021919,251811776,398270839,262199526,7053959855
01/03/2021,others,6407917485,1336915251,502439908,1125275801,1822527364,1347374445,351932441,339920842,552396997,90252292,65423174,164077572,346034305,288542231,14452487877
01/03/2021,Total,10877484449,4212415985,5576977025,19063317301,30238426554,23820948281,5929310777,5620685703,13401768991,15239069221,538598098,2259566936,3740433064,1629522362,1.41E+11
01/04/2021,BoG,23980279,22055099,159652225,6135613,4307656428,166145888,780000,574440,2591032,3897067999,107500,,,,8586746503
01/04/2021,Commercial Banks,1468146709,1708013721,3118291546,10397146227,12524618513,6952585383,1282553777,1326372945,3753880048,3686207605,186780885,1112461051,1331257317,655079350,48848315727
01/04/2021,Firms/Inst,2618552597,808011262,1785443992,3188555738,5337571185,5853934438,1634593699,1335504957,1934960509,1214958119,460275277,653353640,1014627863,415449351,27840343276
01/04/2021,Insurance companies,10260204,102584859,76616676,69532177,96599864,120417348,52645968,90991282,144733648,99028713,40743588,35789032,51932317,,991875676
01/04/2021,Foreign investors,2061,297268,200429641,3543863682,5977782775,8528692044,2035643941,1985445514,5140970798,5390413159,5979061,6125060,113217,113015,32815758221
01/04/2021,Rural Banks,679719728,339448354,217515959,203022547,187499333,141630702,21360784,10088389,31706402,1966306,6064338,,4816721,13329827,1844839563
01/04/2021,SSNIT,124901,127096,126517,31196800,35750910,190922000,235475253,,,,,16419000,649728000,,1159870477
01/04/2021,Pension,37385,,16353159,364637391,710705752,1262750339,299438473,493255757,2106407617,1126597837,178305777,281337431,396122999,267199526,7235949917
01/04/2021,Others,6388016610,1370264718,566703565,1259227126,1772289699,1437293877,366818882,378452419,667416368,138871572,60555932,154081722,291834630,278351293,14851827120
01/04/2021,Total,11188840474,4350802377,6141133280,19063317301,30950474459,24654372019,5929310777,5620685703,13782666422,15555111310,938812358,2259566936,3740433064,1629522362,1.44E+11
01/05/2021,BoG,27964604,2284727,159630718,6569613,4307721428,166225888,800000,624440,2691032,3897067999,107500,,,,8571687949
01/05/2021,Commercial Banks,1338018650,1821465602,3953770572,10331927730,12466476187,8529247086,1154443637,1344089645,3588234879,3656713811,189302585,1070377750,1201808314,646804802,50645876448
01/05/2021,Firms/Inst,2654977154,798351286,1849767937,3100317282,5144944902,6227223456,1620031570,1366848687,1984053856,1236036666,421480632,650127983,1125669926,405470199,28179831337
01/05/2021,Insurance companies,10343874,104343321,76284384,69532177,98411866,125917348,52645968,90991282,144733648,99028713,61326646,35789032,51932317,,1021280576
01/05/2021,Foreign investors,31918,350056,200422824,3731022445,5704429672,9283683098,2153226413,1942539200,5140388396,5388765159,10979061,6125060,113217,113015,33562076519
01/05/2021,Rural Banks,711339255,353653024,214710843,204944678,186863371,153127848,21839571,10088389,38641815,3227093,6064338,,4816721,13329827,1909316946
01/05/2021,SSNIT,127966,135581,126517,71249500,25731200,175900000,235475253,,,,,56427000,654718000,,1219891017
01/05/2021,Pension,33940,,25214463,383313446,744769823,1361254552,302288861,502552613,2140203847,1124143938,186840631,287523246,409731591,283926380,7467870951
01/05/2021,Others,6371708613,1401033661,598762710,1328005087,1638415415,1645420382,388559504,402122784,743718949,150127931,62710965,153196865,291642978,279878139,15175425844
01/05/2021,Total,11114545974,4481617258,7078690968,19226881958,30317763864,27667999658,5929310777,5659857040,13782666422,15555111310,938812358,2259566936,3740433064,1629522362,1.48E+11
01/06/2021,BoG,6735039,3318088,159890430,6864113,4308197728,126687888,855000,869740,2691032,3937067999,107500,,,,8553284557
01/06/2021,Commercial Banks,1217305075,1761966821,4320295839,10222008423,11441783165,8387493002,1310445592,2482033155,3835918431,3832734217,474492566,1096500623,1133460379,633661438,52150098726
01/06/2021,Firms/Inst,2671865306,922424107,1813012113,3036622810,4769256391,6236074474,1558676386,1833992736,1961942260,1296072419,674798461,645214644,1140594519,416745699,28977292325
01/06/2021,Insurance companies,8671661,96880076,86049496,67170012,96385856,119347423,52645968,101508052,143933648,100610713,72670722,35789032,51932317,,1033594976
01/06/2021,Foreign investors,117754,337071,200504890,3792665350,5963504750,8951687280,2156133144,2193704200,5155831410,5336547346,917914,6125060,68736217,113015,33826925401
01/06/2021,Rural Banks,710530836,357228300,213958720,204944678,175513506,159199932,24304165,18088390,41641815,3227093,5000000,,4816721,13329827,1931783983
01/06/2021,SSNIT,128814,135581,147013,51256000,,286073500,235475253,,,,,35217466,634722000,,1243155627
01/06/2021,Pension,4575,4594,47474705,372542268,719885239,1369266315,302334779,544163205,2142761302,1136631751,241358386,287523246,410810663,283926380,7858687408
01/06/2021,Others,6344000092,1464080601,679391248,1472808304,1576091073,1768519179,397093835,570286562,790553245,162219772,77409631,153196865,295360248,281746003,16032756658
01/06/2021,Total,10959359152,4606375239,7520724454,19226881958,29050617708,27404348993,6037964122,7744646040,14075273143,15805111310,1546755180,2259566936,3740433064,1629522362,1.52E+11
01/07/2021,BoG,9252862,3831948,159536905,7585113,4308496728,121767888,875000,1087740,2691032,3887401332,107500,,,,8502634048
01/07/2021,Commercial Banks,1396144108,1799038782,4950365941,10088576672,9734567896,8549923735,1509502822,2446978867,4349616108,2975015217,430814227,1117855666,1214596985,682301033,51245298059
01/07/2021,Firms/Inst,2543892720,942072365,1887213264,3060824077,4500033855,6074056559,1673662510,2329111248,2371301610,1368184021,663121754,651942514,1143536319,392868966,29601821782
01/07/2021,Insurance companies,8756051,96307496,81645087,69744639,102639087,110463611,52942197,106408052,177552500,100610713,72670722,35789032,51932317,0,1067461504
01/07/2021,Foreign investors,115693,335071,201981218,3976215433,5730997219,7992116939,2161135788,2108219350,5123614060,6102149176,917914,6125060,136217,135015,33404194153
01/07/2021,Rural Banks,672394169,347786928,212096207,205279422,198821721,139068237,15814894,20088390,45340958,2737523,5000000,0,4816721,13329827,1882574997
01/07/2021,SSNIT,128814,135581,30197013,81239000,5008000,238007000,235475253,0,0,0,0,25187466,609656000,0,1225034127
01/07/2021,Pension,23964,4594,40057547,356626204,687603969,1316490775,323092338,640565393,2207349776,1151642444,276796861,292095376,414523708,283885338,7990758287
01/07/2021,Others,6359379401,1492588461,753513113,1380791398,1719741119,1759213760,424866129,711291325,909149616,167704217,97326202,130571822,301234797,257002183,16464373543
01/07/2021,Total,10990087782,4682101226,8316606295,19226881958,26987909594,26301108504,6397366931,8363750365,15186615660,15755444643,1546755180,2259566936,3740433064,1629522362,1.51E+11
01/08/2021,BoG,7751633,2990560,159357719,8171113,4308852728,121784888,1214845,1123940,2691032,3780734665,107500,0,0,0,8394780623
01/08/2021,Commercial Banks,1706304828,1803596409,5064428791,11125697123,9724642578,9200340873,1527554122,2305542483,4327773534,2816253210,373933748,582718282,1783245600,658501741,53000533322
01/08/2021,Firms/Inst,1933482217,946005494,1897323845,3432714842,4439489844,6201892417,1703640492,2408681248,2410991673,1372008228,676052857,1371631136,1464423802,392808708,30651146803
01/08/2021,Insurance companies,7405987,97735988,77389043,77884639,104426112,114990437,52942197,106408052,181365149,109624232,72670722,1734932,87271095,0,1091848585
01/08/2021,Foreign investors,108707,355071,202282128,4479891319,5812790189,8057708556,2072151128,2072165572,5107810301,6234333076,752814,6125060,136217,135015,34046745153
01/08/2021,Rural Banks,647475327,350357521,209680928,212109949,199244674,132020322,27833214,27416818,45341370,2737523,5000000,0,4816721,13329827,1877364194
01/08/2021,SSNIT,131878,135581,20164013,45041000,10006600,258027000,235475253,0,16500000,0,0,8772466,617910030,0,1212163821
01/08/2021,Pension,36127,4594,33057547,388695880,695359002,1327434984,321990477,641462173,2250622751,1170862556,315606949,175020887,533048310,284385338,8137587575
01/08/2021,Others,6471584710,1531180106,779103643,1514329781,1723102859,1819396292,453965173,800950079,967072828,191157915,102630540,113564173,322841617,280361733,17071241449
01/08/2021,Total,10774281414,4732361324,8442787657,21284535646,27017914586,27233595769,6396766901,8363750365,15310168638,15677711405,1546755130,2259566936,4813693392,1629522362,1.55E+11
01/09/2021,BoG,14349652,5861456,163420291,9681613,4311959728,121898888,1327875,1439940,2851032,3780734665,107500,,,,8413632640
01/09/2021,Commercial Banks,1250990576,1943919077,5186859392,11165247581,10711070176,9785298600,2107956265,2260761220,4594326046,2859740189,351636536,497302576,1857591720,814320683,55387020637
01/09/2021,Firms/Inst,1975366964,827635203,1971768119,3238782353,4277281112,6207778682,2130480503,2598288433,2660986902,1343013150,693842670,356512586,1249639879,2084033023,31615409579
01/09/2021,Insurance companies,7409911,98256596,78641394,74708225,104426112,114990437,70074943,106408052,198552829,109624232,78575722,1734932,87271095,,1130674480
01/09/2021,Foreign investors,158961,594498,202282128,3007307212,5781363467,7949183415,2065923554,2006683877,5011407632,6239009076,781365,6125060,136217,58817227,32329773689
01/09/2021,Rural Banks,632324803,344921099,201703590,213074646,206754405,136034858,30532514,28884976,45821282,2713190,5000000,,4816721,13329827,1865911911
01/09/2021,SSNIT,132727,135581,20180213,45900000,60094000,202093000,235475253,10430000,16500000,-,,,617910030,15020000,1223870804
01/09/2021,Pension,64158,7811,25711366,411207705,660759338,1313812968,357285051,650611539,2298623624,1137278704,310835299,140731812,529558310,406833897,8243321582
01/09/2021,Others,6491130710,1537587020,797327924,1269997726,1668984006,1898274921,642384764,911458966,996991156,205598199,105976088,114140548,286769420,289723733,17216345181
01/09/2021,Total,10371928462,4758918341,8647894417,19435907061,27782692344,27729365769,7641440722,8574967003,15826060503,15677711405,1546755180,1116547514,4633693392,3682078390,1.57426E+11